S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured,Death,Death_Rate,Growth_Rate
2487,10/16/2020,Gujarat,156121,14782,137733,3606,11,-155
2488,10/17/2020,Gujarat,157312,14683,139012,3617,11,-99
2489,10/18/2020,Gujarat,158473,14565,140282,3626,9,-118
2490,3/12/2020,Haryana,14,14,0,0,0,-14551
2491,3/13/2020,Haryana,14,14,0,0,0,0
2492,3/14/2020,Haryana,14,14,0,0,0,0
2493,3/15/2020,Haryana,14,14,0,0,0,0
2494,3/16/2020,Haryana,14,14,0,0,0,0
2495,3/17/2020,Haryana,15,15,0,0,0,1
2496,3/18/2020,Haryana,16,16,0,0,0,1
2497,3/19/2020,Haryana,17,17,0,0,0,1
2498,3/20/2020,Haryana,17,17,0,0,0,0
2499,3/21/2020,Haryana,17,17,0,0,0,0
2500,3/22/2020,Haryana,21,21,0,0,0,4
2501,3/23/2020,Haryana,26,26,0,0,0,5
2502,3/24/2020,Haryana,26,15,11,0,0,-11
2503,3/25/2020,Haryana,28,17,11,0,0,2
2504,3/26/2020,Haryana,30,19,11,0,0,2
2505,3/27/2020,Haryana,30,19,11,0,0,0
2506,3/28/2020,Haryana,33,21,12,0,0,2
2507,3/29/2020,Haryana,33,21,12,0,0,0
2508,3/30/2020,Haryana,33,16,17,0,0,-5
2509,3/31/2020,Haryana,40,19,21,0,0,3
2510,4/1/2020,Haryana,43,22,21,0,0,3
2511,4/2/2020,Haryana,43,22,21,0,0,0
2512,4/3/2020,Haryana,43,22,21,0,0,0
2513,4/4/2020,Haryana,49,25,24,0,0,3
2514,4/5/2020,Haryana,49,25,24,0,0,0
2515,4/6/2020,Haryana,84,58,25,1,1,33
2516,4/7/2020,Haryana,90,64,25,1,0,6
2517,4/8/2020,Haryana,147,116,28,3,2,52
2518,4/9/2020,Haryana,147,116,28,3,0,0
2519,4/10/2020,Haryana,169,137,29,3,0,21
2520,4/11/2020,Haryana,177,145,29,3,0,8
2521,4/12/2020,Haryana,177,145,29,3,0,0
2522,4/13/2020,Haryana,185,153,29,3,0,8
2523,4/14/2020,Haryana,185,153,29,3,0,0
2524,4/15/2020,Haryana,199,162,34,3,0,9
2525,4/16/2020,Haryana,205,159,43,3,0,-3
2526,4/17/2020,Haryana,205,159,43,3,0,0
2527,4/18/2020,Haryana,225,179,43,3,0,20
2528,4/19/2020,Haryana,225,179,43,3,0,0
2529,4/20/2020,Haryana,233,143,87,3,0,-36
2530,4/21/2020,Haryana,254,124,127,3,0,-19
2531,4/22/2020,Haryana,254,124,127,3,0,0
2532,4/23/2020,Haryana,262,119,140,3,0,-5
2533,4/24/2020,Haryana,272,113,156,3,0,-6
2534,4/25/2020,Haryana,272,113,156,3,0,0
2535,4/26/2020,Haryana,289,110,176,3,0,-3
2536,4/27/2020,Haryana,289,110,176,3,0,0
2537,4/28/2020,Haryana,296,110,183,3,0,0
2538,4/29/2020,Haryana,310,98,209,3,0,-12
2539,4/30/2020,Haryana,310,98,209,3,0,0
2540,5/1/2020,Haryana,313,101,209,3,0,3
2541,5/2/2020,Haryana,360,129,227,4,1,28
2542,5/3/2020,Haryana,360,129,227,4,0,0
2543,5/4/2020,Haryana,442,192,245,5,1,63
2544,5/5/2020,Haryana,517,257,254,6,1,65
2545,5/6/2020,Haryana,548,286,256,6,0,29
2546,5/7/2020,Haryana,594,327,260,7,1,41
2547,5/8/2020,Haryana,625,358,260,7,0,31
2548,5/9/2020,Haryana,647,360,279,8,1,2
2549,5/10/2020,Haryana,675,376,290,9,1,16
2550,5/11/2020,Haryana,703,393,300,10,1,17
2551,5/12/2020,Haryana,730,382,337,11,1,-11
2552,5/13/2020,Haryana,780,427,342,11,0,45
2553,5/14/2020,Haryana,793,364,418,11,0,-63
2554,5/15/2020,Haryana,818,368,439,11,0,4
2555,5/16/2020,Haryana,818,368,439,11,0,0
2556,5/17/2020,Haryana,887,360,514,13,2,-8
2557,5/18/2020,Haryana,910,334,562,14,1,-26
2558,5/19/2020,Haryana,928,316,598,14,0,-18
2559,5/20/2020,Haryana,964,323,627,14,0,7
2560,5/21/2020,Haryana,993,331,648,14,0,8
2561,5/22/2020,Haryana,1031,335,681,15,1,4
2562,5/23/2020,Haryana,1067,345,706,16,1,10
2563,5/24/2020,Haryana,1131,365,750,16,0,20
2564,5/25/2020,Haryana,1184,403,765,16,0,38
2565,5/26/2020,Haryana,1184,403,765,16,0,0
2566,5/27/2020,Haryana,1305,464,824,17,1,61
2567,5/28/2020,Haryana,1381,525,838,18,1,61
2568,5/29/2020,Haryana,1504,604,881,19,1,79
2569,5/30/2020,Haryana,1721,762,940,19,0,158
2570,5/31/2020,Haryana,1923,932,971,20,1,170
2571,6/1/2020,Haryana,2091,1023,1048,20,0,91
2572,6/2/2020,Haryana,2356,1280,1055,21,1,257
2573,6/3/2020,Haryana,2652,1560,1069,23,2,280
2574,6/4/2020,Haryana,2954,1842,1089,23,0,282
2575,6/5/2020,Haryana,3281,1123,2134,24,1,-719
2576,6/6/2020,Haryana,3597,1439,2134,24,0,316
2577,6/7/2020,Haryana,3952,1794,2134,24,0,355
2578,6/8/2020,Haryana,4448,2286,2134,28,4,492
2579,6/9/2020,Haryana,4854,2681,2134,39,11,395
2580,6/10/2020,Haryana,5209,3030,2134,45,6,349
2581,6/11/2020,Haryana,5579,3339,2188,52,7,309
2582,6/12/2020,Haryana,5968,3644,2260,64,12,305
2583,6/13/2020,Haryana,6334,3789,2475,70,6,145
2584,6/14/2020,Haryana,6749,3868,2803,78,8,79
2585,6/15/2020,Haryana,7208,4117,3003,88,10,249
2586,6/16/2020,Haryana,7722,4057,3565,100,12,-60
2587,6/17/2020,Haryana,8272,4406,3748,118,18,349
2588,6/18/2020,Haryana,8832,4750,3952,130,12,344
2589,6/19/2020,Haryana,9218,4528,4556,134,4,-222
2590,6/20/2020,Haryana,9743,4710,4889,144,10,182
2591,6/21/2020,Haryana,10223,4946,5128,149,5,236
2592,6/22/2020,Haryana,10635,4918,5557,160,11,-28
2593,6/23/2020,Haryana,11025,4940,5916,169,9,22
2594,6/24/2020,Haryana,11520,4844,6498,178,9,-96
2595,6/25/2020,Haryana,12010,4897,6925,188,10,53
2596,6/26/2020,Haryana,12463,4885,7380,198,10,-12
2597,6/27/2020,Haryana,12884,4657,8016,211,13,-228
2598,6/28/2020,Haryana,13427,4737,8472,218,7,80
2599,6/29/2020,Haryana,13829,4689,8917,223,5,-48
2600,6/30/2020,Haryana,14210,4476,9502,232,9,-213
2601,7/1/2020,Haryana,14548,4340,9972,236,4,-136
2602,7/2/2020,Haryana,14941,4202,10499,240,4,-138
2603,7/3/2020,Haryana,15509,4239,11019,251,11,37
2604,7/4/2020,Haryana,16003,4057,11691,255,4,-182
2605,7/5/2020,Haryana,16548,4031,12257,260,5,-26
2606,7/6/2020,Haryana,17005,3796,12944,265,5,-235
2607,7/7/2020,Haryana,17504,3893,13335,276,11,97
2608,7/8/2020,Haryana,17999,4075,13645,279,3,182
2609,7/9/2020,Haryana,18690,4302,14106,282,3,227
2610,7/10/2020,Haryana,19369,4572,14510,287,5,270
2611,7/11/2020,Haryana,19934,4740,14904,290,3,168
2612,7/12/2020,Haryana,20582,4891,15394,297,7,151
2613,7/13/2020,Haryana,21240,4956,15983,301,4,65
2614,7/14/2020,Haryana,21894,4984,16602,308,7,28
2615,7/15/2020,Haryana,22628,5226,17090,312,4,242
2616,7/16/2020,Haryana,23306,5320,17667,319,7,94
2617,7/17/2020,Haryana,24002,5495,18185,322,3,175
2618,7/18/2020,Haryana,24797,5752,18718,327,5,257
2619,7/19/2020,Haryana,25547,5885,19318,344,17,133
2620,7/20/2020,Haryana,26164,6022,19793,349,5,137
2621,7/21/2020,Haryana,26858,6277,20226,355,6,255
2622,7/22/2020,Haryana,27462,6146,20952,364,9,-131
2623,7/23/2020,Haryana,28186,6117,21697,372,8,-29
2624,7/24/2020,Haryana,28975,6348,22249,378,6,231
2625,7/25/2020,Haryana,29755,6420,22953,382,4,72
2626,7/26/2020,Haryana,30538,6495,23654,389,7,75
2627,7/27/2020,Haryana,31332,6556,24384,392,3,61
2628,7/28/2020,Haryana,32127,6684,25046,397,5,128
2629,7/29/2020,Haryana,32876,6712,25758,406,9,28
2630,7/30/2020,Haryana,33631,6798,26420,413,7,86
2631,7/31/2020,Haryana,34254,6497,27340,417,4,-301
2632,8/1/2020,Haryana,34965,6317,28227,421,4,-180
2633,8/2/2020,Haryana,35758,6250,29080,428,7,-67
2634,8/3/2020,Haryana,36519,6396,29690,433,5,146
2635,8/4/2020,Haryana,37173,6263,30470,440,7,-133
2636,8/5/2020,Haryana,37796,6122,31226,448,8,-141
2637,8/6/2020,Haryana,38548,6133,31960,455,7,11
2638,8/7/2020,Haryana,39303,6205,32640,458,3,72
2639,8/8/2020,Haryana,40054,6143,33444,467,9,-62
2640,8/9/2020,Haryana,40843,6338,34031,474,7,195
2641,8/10/2020,Haryana,41635,6371,34781,483,9,33
2642,8/11/2020,Haryana,42429,6448,35492,489,6,77
2643,8/12/2020,Haryana,43227,6645,36082,500,11,197
2644,8/13/2020,Haryana,44024,6827,36694,503,3,182
2645,8/14/2020,Haryana,44817,6820,37486,511,8,-7
2646,8/15/2020,Haryana,45614,6748,38348,518,7,-72
2647,8/16/2020,Haryana,46410,6943,38939,528,10,195
2648,8/17/2020,Haryana,47153,7014,39601,538,10,71
2649,8/18/2020,Haryana,48040,6880,40610,550,12,-134
2650,8/19/2020,Haryana,48936,7081,41298,557,7,201
2651,8/20/2020,Haryana,49930,7307,42056,567,10,226
2652,8/21/2020,Haryana,50926,7555,42793,578,11,248
2653,8/22/2020,Haryana,52129,8131,43413,585,7,576
2654,8/23/2020,Haryana,53290,8680,44013,597,12,549
2655,8/24/2020,Haryana,54386,8961,44822,603,6,281
2656,8/25/2020,Haryana,55460,9442,45405,613,10,481
2657,8/26/2020,Haryana,56608,9489,46496,623,10,47
2658,8/27/2020,Haryana,58005,9758,47613,634,11,269
2659,8/28/2020,Haryana,59298,9962,48690,646,12,204
2660,8/29/2020,Haryana,60596,10225,49710,661,15,263
2661,8/30/2020,Haryana,61987,10606,50711,670,9,381
2662,8/31/2020,Haryana,63282,10980,51620,682,12,374
2663,9/1/2020,Haryana,64732,11371,52672,689,7,391
2664,9/2/2020,Haryana,66426,11885,53835,706,17,514
2665,9/3/2020,Haryana,68218,12622,54875,721,15,737
2666,9/4/2020,Haryana,70099,13470,55889,740,19,848
2667,9/5/2020,Haryana,71983,14053,57171,759,19,583
2668,9/6/2020,Haryana,74272,14911,58580,781,22,858
2669,9/7/2020,Haryana,76549,15692,60051,806,25,781
2670,9/8/2020,Haryana,78773,16333,61611,829,23,641
2671,9/9/2020,Haryana,81059,16890,63315,854,25,557
2672,9/10/2020,Haryana,83353,17328,65143,882,28,438
2673,9/11/2020,Haryana,85944,18332,66705,907,25,1004
2674,9/12/2020,Haryana,88332,18875,68525,932,25,543
2675,9/13/2020,Haryana,91115,19446,70713,956,24,571
2676,9/14/2020,Haryana,93641,20079,72587,975,19,633
2677,9/15/2020,Haryana,96129,20417,74712,1000,25,338
2678,9/16/2020,Haryana,98622,20430,77166,1026,26,13
2679,9/17/2020,Haryana,101316,21334,78937,1045,19,904
2680,9/18/2020,Haryana,103773,21014,81690,1069,24,-320
2681,9/19/2020,Haryana,106261,21291,83878,1092,23,277
2682,9/20/2020,Haryana,108952,21682,86150,1120,28,391
2683,9/21/2020,Haryana,111257,21411,88697,1149,29,-271
2684,9/22/2020,Haryana,113075,21014,90884,1177,28,-397
2685,9/23/2020,Haryana,114870,19888,93776,1206,29,-1126
2686,9/24/2020,Haryana,116856,19276,96347,1233,27,-612
2687,9/25/2020,Haryana,118554,18889,98410,1255,22,-387
2688,9/26/2020,Haryana,120578,18032,101273,1273,18,-857
2689,9/27/2020,Haryana,122267,17149,103827,1291,18,-883
2690,9/28/2020,Haryana,123782,16485,105990,1307,16,-664
2691,9/29/2020,Haryana,125412,15670,108411,1331,24,-815
2692,9/30/2020,Haryana,126974,14804,110814,1356,25,-866
2693,10/1/2020,Haryana,128599,14340,112877,1382,26,-464
2694,10/2/2020,Haryana,129912,13472,115038,1402,20,-868
2695,10/3/2020,Haryana,131388,13247,116716,1425,23,-225
2696,10/4/2020,Haryana,132576,12868,118258,1450,25,-379
2697,10/5/2020,Haryana,133878,12067,120341,1470,20,-801
2698,10/6/2020,Haryana,134909,11822,121596,1491,21,-245
2699,10/7/2020,Haryana,136115,11320,123286,1509,18,-502
2700,10/8/2020,Haryana,137398,11029,124841,1528,19,-291
2701,10/9/2020,Haryana,138682,10867,126267,1548,20,-162
2702,10/10/2020,Haryana,139932,10830,127540,1562,14,-37
2703,10/11/2020,Haryana,141090,10677,128841,1572,10,-153
2704,10/12/2020,Haryana,142155,10573,130003,1579,7,-104
2705,10/13/2020,Haryana,143221,10401,131228,1592,13,-172
2706,10/14/2020,Haryana,144302,10319,132382,1601,9,-82
2707,10/15/2020,Haryana,145507,10187,133706,1614,13,-132
2708,10/16/2020,Haryana,146706,10364,134719,1623,9,177
2709,10/17/2020,Haryana,147933,10441,135858,1634,11,77
2710,10/18/2020,Haryana,149081,10265,137176,1640,6,-176
2711,3/21/2020,Himachal Pradesh,2,2,0,0,0,2
2712,3/22/2020,Himachal Pradesh,2,2,0,0,0,0
2713,3/23/2020,Himachal Pradesh,2,2,0,0,0,0
2714,3/24/2020,Himachal Pradesh,3,2,0,1,1,0
2715,3/25/2020,Himachal Pradesh,3,2,0,1,0,0
2716,3/26/2020,Himachal Pradesh,3,2,0,1,0,0
2717,3/27/2020,Himachal Pradesh,3,2,0,1,0,0
2718,3/28/2020,Himachal Pradesh,3,2,0,1,0,0
2719,3/29/2020,Himachal Pradesh,3,2,0,1,0,0
2720,3/30/2020,Himachal Pradesh,3,2,0,1,0,0
2721,3/31/2020,Himachal Pradesh,3,2,0,1,0,0
2722,4/1/2020,Himachal Pradesh,3,2,0,1,0,0
2723,4/2/2020,Himachal Pradesh,3,1,1,1,0,-1
2724,4/3/2020,Himachal Pradesh,6,4,1,1,0,3
2725,4/4/2020,Himachal Pradesh,6,4,1,1,0,0
2726,4/5/2020,Himachal Pradesh,6,4,1,1,0,0
2727,4/6/2020,Himachal Pradesh,13,11,1,1,0,7
2728,4/7/2020,Himachal Pradesh,13,10,2,1,0,-1
2729,4/8/2020,Himachal Pradesh,18,15,2,1,0,5
2730,4/9/2020,Himachal Pradesh,18,15,2,1,0,0
2731,4/10/2020,Himachal Pradesh,18,15,2,1,0,0
2732,4/11/2020,Himachal Pradesh,28,21,6,1,0,6
2733,4/12/2020,Himachal Pradesh,32,25,6,1,0,4
2734,4/13/2020,Himachal Pradesh,32,18,13,1,0,-7
2735,4/14/2020,Himachal Pradesh,32,18,13,1,0,0
2736,4/15/2020,Himachal Pradesh,33,19,13,1,0,1
2737,4/16/2020,Himachal Pradesh,35,18,16,1,0,-1
2738,4/17/2020,Himachal Pradesh,35,18,16,1,0,0
2739,4/18/2020,Himachal Pradesh,36,19,16,1,0,1
2740,4/19/2020,Himachal Pradesh,39,22,16,1,0,3
2741,4/20/2020,Himachal Pradesh,39,22,16,1,0,0
2742,4/21/2020,Himachal Pradesh,39,22,16,1,0,0
2743,4/22/2020,Himachal Pradesh,39,22,16,1,0,0
2744,4/23/2020,Himachal Pradesh,40,21,18,1,0,-1
2745,4/24/2020,Himachal Pradesh,40,21,18,1,0,0
2746,4/25/2020,Himachal Pradesh,40,21,18,1,0,0
2747,4/26/2020,Himachal Pradesh,40,17,22,1,0,-4
2748,4/27/2020,Himachal Pradesh,40,17,22,1,0,0
2749,4/28/2020,Himachal Pradesh,40,17,22,1,0,0
2750,4/29/2020,Himachal Pradesh,40,14,25,1,0,-3
2751,4/30/2020,Himachal Pradesh,40,14,25,1,0,0
2752,5/1/2020,Himachal Pradesh,40,11,28,1,0,-3
2753,5/2/2020,Himachal Pradesh,40,9,30,1,0,-2
2754,5/3/2020,Himachal Pradesh,40,6,33,1,0,-3
2755,5/4/2020,Himachal Pradesh,40,5,34,1,0,-1
2756,5/5/2020,Himachal Pradesh,41,6,34,1,0,1
2757,5/6/2020,Himachal Pradesh,42,2,38,2,1,-4
2758,5/7/2020,Himachal Pradesh,45,5,38,2,0,3
2759,5/8/2020,Himachal Pradesh,46,6,38,2,0,1
2760,5/9/2020,Himachal Pradesh,50,10,38,2,0,4
2761,5/10/2020,Himachal Pradesh,50,10,38,2,0,0
2762,5/11/2020,Himachal Pradesh,55,14,39,2,0,4
2763,5/12/2020,Himachal Pradesh,59,18,39,2,0,4
2764,5/13/2020,Himachal Pradesh,65,24,39,2,0,6
2765,5/14/2020,Himachal Pradesh,66,25,39,2,0,1
2766,5/15/2020,Himachal Pradesh,74,33,39,2,0,8
2767,5/16/2020,Himachal Pradesh,76,34,39,3,1,1
2768,5/17/2020,Himachal Pradesh,78,32,43,3,0,-2
2769,5/18/2020,Himachal Pradesh,80,33,44,3,0,1
2770,5/19/2020,Himachal Pradesh,90,43,44,3,0,10
2771,5/20/2020,Himachal Pradesh,92,42,47,3,0,-1
2772,5/21/2020,Himachal Pradesh,110,53,54,3,0,11
2773,5/22/2020,Himachal Pradesh,152,90,59,3,0,37
2774,5/23/2020,Himachal Pradesh,168,106,59,3,0,16
2775,5/24/2020,Himachal Pradesh,185,121,61,3,0,15
2776,5/25/2020,Himachal Pradesh,203,137,63,3,0,16
2777,5/26/2020,Himachal Pradesh,223,151,67,5,2,14
2778,5/27/2020,Himachal Pradesh,247,175,67,5,0,24
2779,5/28/2020,Himachal Pradesh,273,198,70,5,0,23
2780,5/29/2020,Himachal Pradesh,276,201,70,5,0,3
2781,5/30/2020,Himachal Pradesh,295,203,87,5,0,2
2782,5/31/2020,Himachal Pradesh,313,197,111,5,0,-6
2783,6/1/2020,Himachal Pradesh,331,206,120,5,0,9
2784,6/2/2020,Himachal Pradesh,340,213,122,5,0,7
2785,6/3/2020,Himachal Pradesh,345,200,140,5,0,-13
2786,6/4/2020,Himachal Pradesh,359,204,150,5,0,4
2787,6/5/2020,Himachal Pradesh,383,199,179,5,0,-5
2788,6/6/2020,Himachal Pradesh,393,199,189,5,0,0
2789,6/7/2020,Himachal Pradesh,400,201,194,5,0,2
2790,6/8/2020,Himachal Pradesh,413,184,224,5,0,-17
2791,6/9/2020,Himachal Pradesh,421,189,227,5,0,5
2792,6/10/2020,Himachal Pradesh,445,191,249,5,0,2
2793,6/11/2020,Himachal Pradesh,451,191,254,6,1,0
2794,6/12/2020,Himachal Pradesh,470,184,280,6,0,-7
2795,6/13/2020,Himachal Pradesh,486,183,297,6,0,-1
2796,6/14/2020,Himachal Pradesh,502,183,313,6,0,0
2797,6/15/2020,Himachal Pradesh,518,174,337,7,1,-9
2798,6/16/2020,Himachal Pradesh,556,195,353,8,1,21
2799,6/17/2020,Himachal Pradesh,560,180,372,8,0,-15
2800,6/18/2020,Himachal Pradesh,569,189,372,8,0,9
2801,6/19/2020,Himachal Pradesh,595,205,382,8,0,16
2802,6/20/2020,Himachal Pradesh,619,223,388,8,0,18
2803,6/21/2020,Himachal Pradesh,656,235,413,8,0,12
2804,6/22/2020,Himachal Pradesh,673,240,425,8,0,5
2805,6/23/2020,Himachal Pradesh,727,282,437,8,0,42
2806,6/24/2020,Himachal Pradesh,775,324,443,8,0,42
2807,6/25/2020,Himachal Pradesh,806,332,466,8,0,8
2808,6/26/2020,Himachal Pradesh,839,353,477,9,1,21
2809,6/27/2020,Himachal Pradesh,864,353,502,9,0,0
2810,6/28/2020,Himachal Pradesh,894,376,509,9,0,23
2811,6/29/2020,Himachal Pradesh,916,378,529,9,0,2
2812,6/30/2020,Himachal Pradesh,942,377,556,9,0,-1
2813,7/1/2020,Himachal Pradesh,953,363,580,10,1,-14
2814,7/2/2020,Himachal Pradesh,979,355,614,10,0,-8
2815,7/3/2020,Himachal Pradesh,1014,376,628,10,0,21
2816,7/4/2020,Himachal Pradesh,1033,356,667,10,0,-20
2817,7/5/2020,Himachal Pradesh,1046,331,704,11,1,-25
2818,7/6/2020,Himachal Pradesh,1063,315,737,11,0,-16
2819,7/7/2020,Himachal Pradesh,1077,303,763,11,0,-12
2820,7/8/2020,Himachal Pradesh,1083,282,790,11,0,-21
2821,7/9/2020,Himachal Pradesh,1101,257,833,11,0,-25
2822,7/10/2020,Himachal Pradesh,1140,283,846,11,0,26
2823,7/11/2020,Himachal Pradesh,1171,277,883,11,0,-6
2824,7/12/2020,Himachal Pradesh,1182,263,908,11,0,-14
2825,7/13/2020,Himachal Pradesh,1213,273,929,11,0,10
2826,7/14/2020,Himachal Pradesh,1243,292,940,11,0,19
2827,7/15/2020,Himachal Pradesh,1309,347,951,11,0,55
2828,7/16/2020,Himachal Pradesh,1341,351,979,11,0,4
2829,7/17/2020,Himachal Pradesh,1377,382,984,11,0,31
2830,7/18/2020,Himachal Pradesh,1417,382,1024,11,0,0
2831,7/19/2020,Himachal Pradesh,1457,410,1036,11,0,28
2832,7/20/2020,Himachal Pradesh,1483,413,1059,11,0,3
2833,7/21/2020,Himachal Pradesh,1631,553,1067,11,0,140
2834,7/22/2020,Himachal Pradesh,1664,576,1077,11,0,23
2835,7/23/2020,Himachal Pradesh,1725,609,1105,11,0,33
2836,7/24/2020,Himachal Pradesh,1834,687,1136,11,0,78
2837,7/25/2020,Himachal Pradesh,1954,798,1145,11,0,111
2838,7/26/2020,Himachal Pradesh,2049,865,1173,11,0,67
2839,7/27/2020,Himachal Pradesh,2176,966,1198,12,1,101
2840,7/28/2020,Himachal Pradesh,2270,1040,1216,14,2,74
2841,7/29/2020,Himachal Pradesh,2330,1082,1234,14,0,42
2842,7/30/2020,Himachal Pradesh,2403,1057,1332,14,0,-25
2843,7/31/2020,Himachal Pradesh,2506,1105,1387,14,0,48
2844,8/1/2020,Himachal Pradesh,2564,1091,1459,14,0,-14
2845,8/2/2020,Himachal Pradesh,2634,1118,1502,14,0,27
2846,8/3/2020,Himachal Pradesh,2703,1130,1559,14,0,12
2847,8/4/2020,Himachal Pradesh,2818,1146,1658,14,0,16
2848,8/5/2020,Himachal Pradesh,2879,1155,1710,14,0,9
2849,8/6/2020,Himachal Pradesh,2916,1140,1762,14,0,-15
2850,8/7/2020,Himachal Pradesh,3047,1168,1865,14,0,28
2851,8/8/2020,Himachal Pradesh,3150,1182,1954,14,0,14
2852,8/9/2020,Himachal Pradesh,3264,1169,2081,14,0,-13
2853,8/10/2020,Himachal Pradesh,3371,1175,2181,15,1,6
2854,8/11/2020,Himachal Pradesh,3463,1241,2205,17,2,66
2855,8/12/2020,Himachal Pradesh,3497,1206,2273,18,1,-35
2856,8/13/2020,Himachal Pradesh,3636,1256,2362,18,0,50
2857,8/14/2020,Himachal Pradesh,3816,1362,2435,19,1,106
2858,8/15/2020,Himachal Pradesh,3874,1304,2551,19,0,-58
2859,8/16/2020,Himachal Pradesh,3993,1342,2632,19,0,38
2860,8/17/2020,Himachal Pradesh,4156,1417,2720,19,0,75
2861,8/18/2020,Himachal Pradesh,4174,1321,2834,19,0,-96
2862,8/19/2020,Himachal Pradesh,4235,1293,2923,19,0,-28
2863,8/20/2020,Himachal Pradesh,4411,1400,2992,19,0,107
2864,8/21/2020,Himachal Pradesh,4538,1430,3085,23,4,30
2865,8/22/2020,Himachal Pradesh,4728,1469,3234,25,2,39
2866,8/23/2020,Himachal Pradesh,4895,1525,3341,29,4,56
2867,8/24/2020,Himachal Pradesh,5001,1511,3461,29,0,-14
2868,8/25/2020,Himachal Pradesh,5101,1488,3584,29,0,-23
2869,8/26/2020,Himachal Pradesh,5154,1376,3748,30,1,-112
2870,8/27/2020,Himachal Pradesh,5321,1479,3810,32,2,103
2871,8/28/2020,Himachal Pradesh,5501,1460,4008,33,1,-19
2872,8/29/2020,Himachal Pradesh,5637,1455,4149,33,0,-5
2873,8/30/2020,Himachal Pradesh,5781,1439,4308,34,1,-16
2874,8/31/2020,Himachal Pradesh,5945,1460,4450,35,1,21
2875,9/1/2020,Himachal Pradesh,6116,1563,4515,38,3,103
2876,9/2/2020,Himachal Pradesh,6255,1527,4688,40,2,-36
2877,9/3/2020,Himachal Pradesh,6416,1613,4760,43,3,86
2878,9/4/2020,Himachal Pradesh,6615,1708,4859,48,5,95
2879,9/5/2020,Himachal Pradesh,6830,1815,4965,50,2,107
2880,9/6/2020,Himachal Pradesh,7018,1978,4986,54,4,163
2881,9/7/2020,Himachal Pradesh,7415,2176,5184,55,1,198
2882,9/8/2020,Himachal Pradesh,7660,2234,5370,56,1,58
2883,9/9/2020,Himachal Pradesh,7831,2326,5445,60,4,92
2884,9/10/2020,Himachal Pradesh,8147,2487,5597,63,3,161
2885,9/11/2020,Himachal Pradesh,8466,2723,5677,66,3,236
2886,9/12/2020,Himachal Pradesh,8784,2874,5839,71,5,151
2887,9/13/2020,Himachal Pradesh,9229,3194,5962,73,2,320
2888,9/14/2020,Himachal Pradesh,9555,3364,6114,77,4,170
2889,9/15/2020,Himachal Pradesh,9923,3659,6182,82,5,295
2890,9/16/2020,Himachal Pradesh,10335,3801,6444,90,8,142
2891,9/17/2020,Himachal Pradesh,10795,4146,6558,91,1,345
2892,9/18/2020,Himachal Pradesh,11190,4146,6946,98,7,0
2893,9/19/2020,Himachal Pradesh,11622,4430,7081,111,13,284
2894,9/20/2020,Himachal Pradesh,11908,4308,7484,116,5,-122
2895,9/21/2020,Himachal Pradesh,12129,4444,7565,120,4,136
2896,9/22/2020,Himachal Pradesh,12438,4458,7853,127,7,14
2897,9/23/2020,Himachal Pradesh,12769,4124,8511,134,7,-334
2898,9/24/2020,Himachal Pradesh,13049,3950,8959,140,6,-174
2899,9/25/2020,Himachal Pradesh,13386,3984,9252,150,10,34
2900,9/26/2020,Himachal Pradesh,13679,3976,9546,157,7,-8
2901,9/27/2020,Himachal Pradesh,13996,4104,9728,164,7,128
2902,9/28/2020,Himachal Pradesh,14191,3657,10359,175,11,-447
2903,9/29/2020,Himachal Pradesh,14457,3650,10627,180,5,-7
2904,9/30/2020,Himachal Pradesh,14747,3573,10991,183,3,-77
2905,10/1/2020,Himachal Pradesh,14976,3400,11390,186,3,-173
2906,10/2/2020,Himachal Pradesh,15219,3416,11608,195,9,16
2907,10/3/2020,Himachal Pradesh,15454,3256,11996,202,7,-160
2908,10/4/2020,Himachal Pradesh,15695,3292,12193,210,8,36
2909,10/5/2020,Himachal Pradesh,15851,3273,12361,217,7,-19
2910,10/6/2020,Himachal Pradesh,16033,3156,12653,224,7,-117
2911,10/7/2020,Himachal Pradesh,16283,3136,12918,229,5,-20
2912,10/8/2020,Himachal Pradesh,16565,2996,13338,231,2,-140
2913,10/9/2020,Himachal Pradesh,16778,2943,13597,238,7,-53
2914,10/10/2020,Himachal Pradesh,16977,2856,13876,245,7,-87
2915,10/11/2020,Himachal Pradesh,17244,2718,14278,248,3,-138
2916,10/12/2020,Himachal Pradesh,17408,2687,14471,250,2,-31
2917,10/13/2020,Himachal Pradesh,17578,2637,14690,251,1,-50
2918,10/14/2020,Himachal Pradesh,17762,2507,15001,254,3,-130
2919,10/15/2020,Himachal Pradesh,18008,2520,15233,255,1,13
2920,10/16/2020,Himachal Pradesh,18303,2654,15389,260,5,134
2921,10/17/2020,Himachal Pradesh,18522,2642,15618,262,2,-12
2922,10/18/2020,Himachal Pradesh,18797,2680,15852,265,3,38
2923,3/12/2020,Jammu and Kashmir,1,1,0,0,0,1
2924,3/13/2020,Jammu and Kashmir,1,1,0,0,0,0
2925,3/14/2020,Jammu and Kashmir,2,2,0,0,0,1
2926,3/15/2020,Jammu and Kashmir,2,2,0,0,0,0
2927,3/16/2020,Jammu and Kashmir,3,3,0,0,0,1
2928,3/17/2020,Jammu and Kashmir,3,3,0,0,0,0
